SETID,SPL_VERSION,RXCUI,RXSTRING,RXTTY
7f16f2d4-8df6-4bd7-ac10-56994fa257b0,7,1995477,amylase 168000 UNT / lipase 40000 UNT / protease 126000 UNT Delayed Release Oral Capsule,SCD
7f16f2d4-8df6-4bd7-ac10-56994fa257b0,7,1995479,"Zenpep (amylase 168,000 UNT / lipase 40,000 UNT / protease 126,000 UNT) Delayed Release Oral Capsule",SY
7f16f2d4-8df6-4bd7-ac10-56994fa257b0,7,2669470,amylase 252600 UNT / lipase 60000 UNT / protease 189600 UNT Delayed Release Oral Capsule,SCD
7f16f2d4-8df6-4bd7-ac10-56994fa257b0,7,2669472,"Zenpep (amylases 252,600 UNT / endopeptidases 189,600 UNT / lipase 60,000 UNT) Delayed Release Oral Capsule",SY
7f222a4f-85a8-4f3d-aa97-5c695d4da37f,3,2000534,menthol 3.5 % Topical Cream,PSN
7f30631a-ee3b-4cfe-866b-964df3f0a44f,14,1799212,sofosbuvir 400 MG / velpatasvir 100 MG Oral Tablet,PSN
7f30631a-ee3b-4cfe-866b-964df3f0a44f,14,1799218,Epclusa (sofosbuvir 400 MG / velpatasvir 100 MG) Oral Tablet,SY
7f30631a-ee3b-4cfe-866b-964df3f0a44f,14,2288814,sofosbuvir 200 MG / velpatasvir 50 MG Oral Tablet,PSN
7f30631a-ee3b-4cfe-866b-964df3f0a44f,14,2288816,Epclusa (sofosbuvir 200 MG / velpatasvir 50 MG) Oral Tablet,SY
7f30631a-ee3b-4cfe-866b-964df3f0a44f,14,2584196,sofosbuvir 150 MG / velpatasvir 37.5 MG Oral Pellet,PSN
7f30631a-ee3b-4cfe-866b-964df3f0a44f,14,2584199,Epclusa (sofosbuvir 150 MG / velpatasvir 37.5 MG) Oral Pellet,SY
7f30631a-ee3b-4cfe-866b-964df3f0a44f,14,2584200,sofosbuvir 200 MG / velpatasvir 50 MG Oral Pellet,PSN
7f30631a-ee3b-4cfe-866b-964df3f0a44f,14,2584201,Epclusa (sofosbuvir 200 MG / velpatasvir 50 MG) Oral Pellet,SY
7f310e0e-0d3b-493d-b6c4-238493a2a9b9,8,208821,TobraDex 0.3 % / 0.1 % Ophthalmic Ointment,PSN
7f310e0e-0d3b-493d-b6c4-238493a2a9b9,8,309682,dexamethasone 0.001 MG/MG / tobramycin 0.003 MG/MG Ophthalmic Ointment,SCD
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,895612,"Ailanthus altissima pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,895677,"Allenrolfea occidentalis pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,896078,"Amaranthus spinosus pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,896156,"Ambrosia deltoidea pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,896208,"Artemisia absinthium pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,897313,"Atriplex polycarpa pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,897341,"Baccharis halimifolia pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,897374,"Celtis occidentalis pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,897400,"Chenopodium ambrosioides pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,897949,"Ambrosia salsola pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,897966,"Iva axillaris pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,897975,"Iva xanthifolia pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,1006357,Russian thistle pollen extract 20000 UNT/ML Injectable Solution,PSN
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,1006492,"Xanthium strumarium pollen extract 20,000 UNT/ML Injectable Solution",SY
7f312e04-f414-4f1e-bce2-ea43fe3d93f9,1,1013970,"Sarcobatus vermiculatus pollen extract 20,000 UNT/ML Injectable Solution",SY
7f367927-c366-465c-a059-e2cfb337d562,17,212978,Gaviscon Extra Strength (aluminum hydroxide 160 MG / magnesium carbonate 105 MG) Chewable Tablet,SY
7f3a5ee3-ca73-4876-85a0-ed1e108a2237,7,2684026,mavorixafor 100 MG Oral Capsule,PSN
7f3a5ee3-ca73-4876-85a0-ed1e108a2237,7,2684032,XOLREMDI 100 MG Oral Capsule,PSN
7f6328dc-2270-4cbd-bcb2-fb0f32a1e872,10,106892,HumuLIN 70/30 Injectable Suspension,PSN
7f667de1-9dfa-4bd6-8ba0-15ee2d78873b,30,108514,Prograf 5 MG Oral Capsule,PSN
7f667de1-9dfa-4bd6-8ba0-15ee2d78873b,30,108515,1 ML tacrolimus 5 MG/ML Injection [Prograf],SBD
7f667de1-9dfa-4bd6-8ba0-15ee2d78873b,30,198379,1 ML tacrolimus 5 MG/ML Injection,SCD
7f667de1-9dfa-4bd6-8ba0-15ee2d78873b,30,261134,Prograf 0.5 MG Oral Capsule,PSN
7f667de1-9dfa-4bd6-8ba0-15ee2d78873b,30,2052605,tacrolimus 0.2 MG Granules for Oral Suspension,PSN
7f667de1-9dfa-4bd6-8ba0-15ee2d78873b,30,2052609,Prograf 0.2 MG Granules for Oral Suspension,PSN
7f667de1-9dfa-4bd6-8ba0-15ee2d78873b,30,2052703,tacrolimus 1 MG Granules for Oral Suspension,PSN
7f667de1-9dfa-4bd6-8ba0-15ee2d78873b,30,2052704,Prograf 1 MG Granules for Oral Suspension,PSN
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,1657209,omalizumab 150 MG Injection,PSN
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,1657212,Xolair 150 MG Injection,PSN
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,2058943,1 ML omalizumab 150 MG/ML Prefilled Syringe,SCD
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,2058946,1 ML Xolair 150 MG/ML Prefilled Syringe,SY
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,2058949,0.5 ML omalizumab 150 MG/ML Prefilled Syringe,SCD
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,2058950,0.5 ML Xolair 150 MG/ML Prefilled Syringe,SY
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,2663917,2 ML omalizumab 150 MG/ML Prefilled Syringe,SCD
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,2663918,2 ML omalizumab 150 MG/ML Prefilled Syringe [Xolair],SBD
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,2663920,2 ML omalizumab 150 MG/ML Auto-Injector,SCD
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,2663923,2 ML omalizumab 150 MG/ML Auto-Injector [Xolair],SBD
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,2673760,1 ML omalizumab 150 MG/ML Auto-Injector,SCD
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,2673761,1 ML omalizumab 150 MG/ML Auto-Injector [Xolair],SBD
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,2673762,0.5 ML omalizumab 150 MG/ML Auto-Injector,SCD
7f6a2191-adfb-48b9-9bfa-0d9920479f0d,28,2673763,0.5 ML omalizumab 150 MG/ML Auto-Injector [Xolair],SBD
7f77526b-4c40-409c-82ea-d0f934d89cc2,15,197894,lomustine 10 MG Oral Capsule,PSN
7f77526b-4c40-409c-82ea-d0f934d89cc2,15,197895,lomustine 100 MG Oral Capsule,PSN
7f77526b-4c40-409c-82ea-d0f934d89cc2,15,197896,lomustine 40 MG Oral Capsule,PSN
7f77526b-4c40-409c-82ea-d0f934d89cc2,15,1545776,Gleostine 10 MG Oral Capsule,PSN
7f77526b-4c40-409c-82ea-d0f934d89cc2,15,1545778,Gleostine 100 MG Oral Capsule,PSN
7f77526b-4c40-409c-82ea-d0f934d89cc2,15,1545780,Gleostine 40 MG Oral Capsule,PSN
7f7ed64d-8480-4143-a207-29c24a0b9363,1,2047633,sodium zirconium cyclosilicate 5 GM Powder for Oral Suspension,PSN
7f7ed64d-8480-4143-a207-29c24a0b9363,1,2047639,LOKELMA 5 GM Powder for Oral Suspension,PSN
7f810b92-60f6-2f72-e053-2991aa0ab973,5,2284244,iodine 2 % / sodium iodide 2.4 % Topical Solution,PSN
7f868120-4153-48e5-8a04-a0c170db3cd9,2,1245951,Complexion Clear 20 MG/ML Medicated Pad,SY
7f8c38fa-42f4-4387-9e8c-7a1c66855d8b,5,2700798,5 ML hyaluronidase-nvhy 2000 UNT/ML / nivolumab-nvhy 120 MG/ML Injection,SCD
7f8c38fa-42f4-4387-9e8c-7a1c66855d8b,5,2700805,5 ML hyaluronidase-nvhy 2000 UNT/ML / nivolumab-nvhy 120 MG/ML Injection [Opdivo Qvantig],SBD
7f92609c-b1d5-4166-92a1-86163b5aa3db,1,2627377,DetomiSed 10 MG/ML Injectable Solution,PSN
7f96e980-891e-743d-e053-2a91aa0aea5f,4,1651001,Topicaine 4 % Topical Gel,PSN
7f991c90-b505-445c-e053-2991aa0a99c7,2,2108915,lidocaine 3.9 % Topical Cream,PSN
7f991c90-b505-445c-e053-2991aa0a99c7,2,2108920,Kool-Down 3.9 % Topical Cream,PSN
7fa4ab07-3d8e-4300-91f3-b1e17cba8691,7,388517,calcitriol 0.000003 MG/MG Topical Ointment,SCD
7fa848ba-a59c-4144-9f52-64d090f4d828,21,2370164,selpercatinib 40 MG Oral Capsule,PSN
7fa848ba-a59c-4144-9f52-64d090f4d828,21,2370170,Retevmo 40 MG Oral Capsule,PSN
7fa848ba-a59c-4144-9f52-64d090f4d828,21,2370172,selpercatinib 80 MG Oral Capsule,PSN
7fa848ba-a59c-4144-9f52-64d090f4d828,21,2370174,Retevmo 80 MG Oral Capsule,PSN
7fa848ba-a59c-4144-9f52-64d090f4d828,21,2679805,selpercatinib 120 MG Oral Tablet,PSN
7fa848ba-a59c-4144-9f52-64d090f4d828,21,2679808,Retevmo 120 MG Oral Tablet,PSN
7fa848ba-a59c-4144-9f52-64d090f4d828,21,2679810,selpercatinib 160 MG Oral Tablet,PSN
7fa848ba-a59c-4144-9f52-64d090f4d828,21,2679812,Retevmo 160 MG Oral Tablet,PSN
7fa848ba-a59c-4144-9f52-64d090f4d828,21,2679813,selpercatinib 40 MG Oral Tablet,PSN
7fa848ba-a59c-4144-9f52-64d090f4d828,21,2679814,Retevmo 40 MG Oral Tablet,PSN
7fa848ba-a59c-4144-9f52-64d090f4d828,21,2679815,selpercatinib 80 MG Oral Tablet,PSN
7fa848ba-a59c-4144-9f52-64d090f4d828,21,2679816,Retevmo 80 MG Oral Tablet,PSN
7faf76b4-7f25-377d-e053-2a91aa0a19d4,3,1100005,APAP 500 MG Oral Tablet [CounterAct Pain],SY
7fbcae35-e538-41a6-a826-518dd1c05fec,3,2591788,trolamine salicylate 10 % Topical Foam,PSN
7fbea274-d6b5-4faa-bbf0-05fefab42114,8,402245,atazanavir 100 MG (as atazanavir sulfate 113.9 MG) Oral Capsule,SY
7fd5e0a2-159b-4147-947e-944eeebc1783,4,309332,Once-Daily clindamycin 0.01 MG/MG Topical Gel,SCD
7fdedaec-9e53-4a37-a4e4-a301c8a251b8,7,876203,20 ML peramivir 10 MG/ML Injection [Rapivab],SBD
7fdedaec-9e53-4a37-a4e4-a301c8a251b8,7,1598082,20 ML peramivir 10 MG/ML Injection,SCD
7fe3a0d4-533f-0bdf-e60a-20c69bdf79fc,9,2001751,Jaimiess 91 Day Pack,PSN
7fec7791-c242-4e43-8184-32820e657afb,2,2110527,Dramamine Nausea Relief 25 MG Oral Tablet,PSN
7fed0b42-2098-4418-9977-c373c3ffd24a,4,153595,VESANOID 10 MG Oral Capsule,PSN
7ffe82a4-864b-48c7-9307-d262f20ca01e,3,2180661,VITASTEM 3 % Topical Spray,PSN
8000e242-fe20-4d02-8f7d-97298857cf4c,3,2693253,K+ chloride 15 MEQ Extended Release Oral Tablet,SY
8006ba29-ee3a-f852-a9bb-c8ec9b41cf66,14,1862685,24 HR empagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
8006ba29-ee3a-f852-a9bb-c8ec9b41cf66,14,1862688,24 HR empagliflozin 10 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],SBD
8006ba29-ee3a-f852-a9bb-c8ec9b41cf66,14,1862691,24 HR empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
8006ba29-ee3a-f852-a9bb-c8ec9b41cf66,14,1862692,24 HR empagliflozin 12.5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],SBD
8006ba29-ee3a-f852-a9bb-c8ec9b41cf66,14,1862695,24 HR empagliflozin 25 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
8006ba29-ee3a-f852-a9bb-c8ec9b41cf66,14,1862697,24 HR empagliflozin 25 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],SBD
8006ba29-ee3a-f852-a9bb-c8ec9b41cf66,14,1862700,24 HR empagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet,SCD
8006ba29-ee3a-f852-a9bb-c8ec9b41cf66,14,1862701,24 HR empagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Synjardy],SBD
802cd382-443d-48e3-9c9d-fd946c73c79f,14,1487076,PENNSAID 2 % Topical Solution,PSN
8032a1ae-d192-4514-80f1-9a3b50dc2155,8,1044276,Revolution 120 MG/ML Topical Solution,SY
8032a1ae-d192-4514-80f1-9a3b50dc2155,8,1044281,Revolution 60 MG/ML Topical Solution,SY
80480838-832c-4fdd-9f8e-f6f877ae3549,9,212349,Asthmanefrin 11.25 MG per 0.5 ML Inhalation Solution,SY
80536bce-8c34-4bb4-89c8-5e2700a27ce5,4,1090518,Wal-Zan 150 MG Oral Tablet,PSN
80595d45-2224-47d1-bd5c-4b11a824e5bd,1,881343,Hepsera 10 MG Oral Tablet,PSN
805cecd0-fd1f-11dd-87af-0800200c9a66,43,898495,collagenase Clostridium histolyticum 0.9 MG Injection,PSN
805cecd0-fd1f-11dd-87af-0800200c9a66,43,898499,XIAFLEX 0.9 MG Injection,PSN
805dc611-355a-4af5-bf19-464c3290c5c6,7,1098227,dextromethorphan HBr 15 MG / guaiFENesin 200 MG / pseudoephedrine HCl 30 MG in 5 mL Oral Solution,PSN
806653d1-bf35-4924-b999-ad5d21821cc1,14,1989500,dolutegravir 50 MG / rilpivirine 25 MG Oral Tablet,PSN
806653d1-bf35-4924-b999-ad5d21821cc1,14,1989506,Juluca (dolutegravir 50 mg (equivalent to 52.6 mg dolutegravir sodium) / rilpivirine 25 mg (equivalent to 27.5 mg rilpivirine HCl)) Oral Tablet,SY
80686b7e-f6f4-4154-b5c0-c846425e2d91,13,1726110,elotuzumab 300 MG Injection,PSN
80686b7e-f6f4-4154-b5c0-c846425e2d91,13,1726115,Empliciti 300 MG Injection,PSN
80686b7e-f6f4-4154-b5c0-c846425e2d91,13,1726117,elotuzumab 400 MG Injection,PSN
80686b7e-f6f4-4154-b5c0-c846425e2d91,13,1726119,Empliciti 400 MG Injection,PSN
80a0f1b9-071a-47f5-9e67-32d638a669dc,8,2477266,tepotinib 225 MG (equivalent to tepotinib HCl hydrate 250 MG) Oral Tablet,SY
80a0f1b9-071a-47f5-9e67-32d638a669dc,8,2477272,TEPMETKO 225 MG Oral Tablet,PSN
80b3502e-1bce-1704-e053-2991aa0aaa5b,1,1101877,NeutraGard 0.011 MG/MG Toothpaste,SY
80b4c811-4a71-47fb-8565-85ce9d0f782c,4,1665097,cefepime 500 MG (as cefepime HCl) Injection,SY
80b57cfe-7819-4d95-a57d-014af42f118d,1,2709218,gepotidacin 750 MG (equivalent to gepotidacin mesylate dihydrate 970.96 MG) Oral Tablet,SY
80b57cfe-7819-4d95-a57d-014af42f118d,1,2709224,BLUJEPA 750 MG Oral Tablet,PSN
80b5f707-a83b-7729-e053-2991aa0a1c56,3,1738987,colloidal oatmeal 0.05 MG/MG Topical Ointment,SCD
80b85f90-d9cc-4eac-96a4-6bdd480f454b,2,1291442,chloroxylenol 0.008 MG/MG / petrolatum 0.63 MG/MG Topical Ointment,SCD
80b85f90-d9cc-4eac-96a4-6bdd480f454b,2,1291447,PurTect 63 % / 0.8 % Topical Ointment,PSN
80beab2c-396e-4a37-a4dc-40fdb62859cf,16,1484916,sofosbuvir 400 MG Oral Tablet,PSN
80beab2c-396e-4a37-a4dc-40fdb62859cf,16,1484922,Sovaldi 400 MG Oral Tablet,PSN
80beab2c-396e-4a37-a4dc-40fdb62859cf,16,2203891,sofosbuvir 200 MG Oral Tablet,PSN
80beab2c-396e-4a37-a4dc-40fdb62859cf,16,2203893,Sovaldi 200 MG Oral Tablet,PSN
80beab2c-396e-4a37-a4dc-40fdb62859cf,16,2203993,sofosbuvir 150 MG Oral Pellet,SCD
80beab2c-396e-4a37-a4dc-40fdb62859cf,16,2203999,Sovaldi 150 MG Oral Pellet,SY
80beab2c-396e-4a37-a4dc-40fdb62859cf,16,2204090,sofosbuvir 200 MG Oral Pellet,SCD
80beab2c-396e-4a37-a4dc-40fdb62859cf,16,2204092,Sovaldi 200 MG Oral Pellet,SY
80c79325-1ea4-46f8-b9b8-967b7640c51d,13,636559,24 HR metronidazole 750 MG Extended Release Oral Tablet,SCD
80d97c80-bdc0-4d5d-b6e2-86dfdb15d7bd,6,1372559,Sore No More (camphor 3 % / menthol 3 % ) Topical Gel,SY
80e736d3-2017-4d68-94b4-38255c3c59c6,10,207369,Cuprimine 250 MG Oral Capsule,PSN
80e9d61d-9674-4ac4-b84c-79a875d408dd,32,809854,Accuretic 10 MG / 12.5 MG Oral Tablet,PSN
80e9d61d-9674-4ac4-b84c-79a875d408dd,32,809858,Accuretic 20 MG / 12.5 MG Oral Tablet,PSN
80e9d61d-9674-4ac4-b84c-79a875d408dd,32,882559,Accuretic 20 MG / 25 MG Oral Tablet,PSN
80eb1080-fe20-4af0-b2a5-a67999923fa8,11,2109059,1 ML tagraxofusp-erzs 1 MG/ML Injection,SCD
80eb1080-fe20-4af0-b2a5-a67999923fa8,11,2109064,1 ML Elzonris 1 MG/ML Injection,SY
80eb3c9c-01d3-44fe-90ef-81df101b954d,4,2565818,avalglucosidase alfa-ngpt 100 MG Injection,PSN
80eb3c9c-01d3-44fe-90ef-81df101b954d,4,2565823,Nexviazyme 100 MG Injection,PSN
80ed7b28-16e0-4c9a-8e36-9d32ca3ddb9a,7,244637,ZNO 200 MG/ML Topical Lotion,SY
80f706bf-ff9d-4c95-b346-3986cf266aa8,2,1053329,Clearskin Blackhead Eliminating 0.5 % Deep Treatment Mask,SY
80fa03d2-cd4c-4155-9b57-1396c4fa42da,13,1719225,Advate 1 UNT Injection,PSN
810c8752-a7cb-0bce-777d-8539429773c2,4,1809430,"immunoglobulin G, human 5 % Injection",SY
810c8752-a7cb-0bce-777d-8539429773c2,4,1809644,Octagam 50 MG/ML Injection,SY
8113cc85-cd1e-4edc-b933-51bdbd1d8b64,8,1732668,dexmedetomidine 0.00009 MG/MG Oral Gel,SCD
8113cc85-cd1e-4edc-b933-51bdbd1d8b64,8,1732674,Sileo 0.00009 MG/MG Oral Gel,SY
81199e55-ade9-46de-a5a3-c0415acee403,25,311036,HumuLIN R 100 UNT/ML Injectable Solution,PSN
8123cce8-42e3-49e4-a488-3bb836ecccd0,17,1871155,20 ML K+ Acetate 2 MEQ/ML Injection,SY
8132454a-6135-4bac-b206-83a55eb8dbc6,18,1013630,Beyaz 28 Day Pack,PSN
813507ec-1fc1-420f-ac5c-5c794b1059cd,2,352118,Avodart 0.5 MG Oral Capsule,PSN
81356b45-1cb7-4eef-88ea-e44cc18b47c5,3,2634999,15 ML tofersen 6.7 MG/ML Injection,SCD
81356b45-1cb7-4eef-88ea-e44cc18b47c5,3,2635005,15 ML tofersen 6.7 MG/ML Injection [Qalsody],SBD
813f781f-7db8-49ed-b4ed-a829c37eddb7,5,213218,Prandin 0.5 MG Oral Tablet,PSN
814301f9-c990-46a5-b481-2879a521a16f,58,831868,darunavir 75 MG Oral Tablet,PSN
814301f9-c990-46a5-b481-2879a521a16f,58,831870,PREZISTA 75 MG Oral Tablet,PSN
814301f9-c990-46a5-b481-2879a521a16f,58,850455,darunavir 150 MG Oral Tablet,PSN
814301f9-c990-46a5-b481-2879a521a16f,58,850457,PREZISTA 150 MG Oral Tablet,PSN
814301f9-c990-46a5-b481-2879a521a16f,58,1236628,darunavir 100 MG in 1 mL Oral Suspension,PSN
814301f9-c990-46a5-b481-2879a521a16f,58,1236632,PREZISTA 100 MG in 1 mL Oral Suspension,PSN
814301f9-c990-46a5-b481-2879a521a16f,58,1359271,Prezista 800 MG Oral Tablet,PSN
81470dfe-f063-9d16-e053-2a91aa0a1829,4,2109053,salicylic acid 0.2 % Medicated Shampoo,PSN
814b37ea-5441-4cec-8794-71ca01d849ae,3,1111683,BIOFREEZE 4 % Topical Gel,PSN
814ec7bf-f825-1095-e053-2a91aa0aee59,6,2110600,benzocaine 20 % / menthol 0.1 % Mucous Membrane Topical Solution,PSN
81589178-10c9-4806-91eb-54e638d35b8d,1,904447,alendronate sodium 70 MG in 75 mL Oral Solution,PSN
815c534b-096d-49f2-b5f2-8c885d45a5e6,3,1192745,menthol 0.037 MG/MG Topical Gel,SCD
8168ab9c-b55c-d39f-e053-2991aa0ad7fd,2,2117381,salicylic acid 0.01 % Medicated Liquid Soap,PSN
816dc04f-6106-47c8-a7d5-34e2d542b212,2,2628931,Isospire 99.9 % Inhalation Solution,PSN
816e929e-6ba0-437d-80bb-00068419ed53,3,896023,60 ACTUAT Flovent 0.1 MG/ACTUAT Dry Powder Inhaler,SY
81787b60-bd34-67a3-e053-2a91aa0abc75,3,2119083,Phenol 0.014 MG/MG / ZNO 0.2 MG/MG Topical Ointment,SY
817892d1-ee12-4632-85fc-57ccdf16d7b8,19,541070,Zavesca 100 MG Oral Capsule,PSN
818575ec-5136-4d4f-a0d4-51a7770499be,1,1727009,Peroxyl 1.5 % Mouthwash,PSN
819759c9-ec7c-4b6e-87e5-cebd1f07eedc,3,1053282,Clearskin Blemish 10 MG/ML Medicated Pad,SY
819997d8-e091-4081-85e1-bf50d39837ee,1,285127,Geodon (as ziprasidone hydrochloride monohydrate) 20 MG Oral Capsule,SY
819f828a-b888-4e46-83fc-94d774a28a83,13,1547225,eliglustat 84 MG (as eliglustat tartrate 100 MG) Oral Capsule,SY
819f828a-b888-4e46-83fc-94d774a28a83,13,1547231,Cerdelga 84 MG (as eliglustat tartrate 100 MG) Oral Capsule,SY
819fbde7-bb97-4845-9ec8-4ea0d2c6dfe4,2,2536230,benzocaine 2 % / ethanol 50 % Medicated Pad,PSN
81a4cf27-585b-484b-b0d8-4e21b4016418,1,1946782,guaiFENesin 388 MG / phenylephrine HCl 10 MG Oral Tablet,PSN
81a55dd9-78a8-49c3-88ab-8f5bffafa359,6,2043464,SYMFI 600 MG / 300 MG / 300 MG Oral Tablet,PSN
81a70f82-9fa1-4751-b81f-1c622045634f,15,347023,carbon dioxide 99.5 % Gas for Inhalation,PSN
81bdd5e0-dd41-4fec-ae25-e0129b4048ee,1,2286985,ethanol 0.625 ML/ML Topical Spray,SCD
81c1dcbb-28b3-4ad5-9f3d-9ccc16ddd173,62,997502,Allegra 60 MG Oral Tablet,SY
81c40311-7dc4-4332-8920-a39a8466aea6,8,313362,thiothixene 1 MG Oral Capsule,PSN
81c40311-7dc4-4332-8920-a39a8466aea6,8,313364,thiothixene 2 MG Oral Capsule,PSN
81cc61fa-31a7-2214-e053-2a91aa0ae46a,4,583152,benzocaine 10 % Mucous Membrane Topical Solution,PSN
81cc61fa-31a7-2214-e053-2a91aa0ae46a,4,1053339,Tanac Liquid 10 % Mucous Membrane Topical Solution,PSN
81dc70b3-7e93-4f9a-ae3a-b50bbfd1a677,2,1947261,histamine dihydrochloride 0.050 % / menthol 10 % / methyl salicylate 10 % Topical Cream,PSN
81eb3df4-5beb-45aa-82ca-e8b4b37e45f4,3,1437616,colloidal oatmeal 1 % Medicated Shampoo,PSN
81f2d865-69bf-4cb6-aaa5-a8e4da84d247,9,1422912,Della Soft 0.5 % Enhanced Teat Dip,PSN
82011efe-825c-4102-b6f1-59eff4c8040a,8,1298287,diphenhydrAMINE HCl 2 % / menthol 1 % Topical Solution,PSN
8211c8ec-b501-4ac6-8185-b4b9758cdc1a,4,1494170,sulfacetamide sodium 9.8 % / sulfur 4.8 % Cleansing Cloth,SY
8211c8ec-b501-4ac6-8185-b4b9758cdc1a,4,1494827,Plexion (sulfacetamide sodium 9.8 % / sulfur 4.8 % ) Cleansing Cloth,SY
8213c229-a67a-4d3f-bd8f-b8729ae28472,25,2709119,0.5 ML influenza A virus A/Croatia/10136RV/2023 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe,SCD
8213c229-a67a-4d3f-bd8f-b8729ae28472,25,2709125,influenza A virus A/Croatia/10136RV/2023 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Injectable Suspension,SCD
8213c229-a67a-4d3f-bd8f-b8729ae28472,25,2719474,Fluzone Quadrivalent 2025-2026 vaccine Injectable Suspension,PSN
8213c229-a67a-4d3f-bd8f-b8729ae28472,25,2719475,0.5 ML influenza A virus A/Croatia/10136RV/2023 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2025-2026],SBD
821e40a3-1c10-4069-bbbb-920fa9d35dab,3029,1046583,camphor 0.05 MG/MG / menthol 0.034 MG/MG Medicated Patch,SCD
8220e596-f32e-49cf-a11c-0c79209c3633,6,1860129,Abuse-Deterrent 12 HR oxycodone hydrochloride 20 MG Extended Release Oral Tablet,SCD
8220e596-f32e-49cf-a11c-0c79209c3633,6,1860137,Abuse-Deterrent 12 HR oxycodone hydrochloride 40 MG Extended Release Oral Tablet,SCD
8220e596-f32e-49cf-a11c-0c79209c3633,6,1860148,Abuse-Deterrent 12 HR oxycodone hydrochloride 80 MG Extended Release Oral Tablet,SCD
8227ca35-77c1-4a08-87a3-7dcefef39bc5,1,2572293,0.4 ML Restasis 0.5 MG/ML Ophthalmic Suspension,SY
822e56c6-562f-4299-bf4f-eaee0c0f2b7a,13,1876397,Rivelsa 91 Day Pack,PSN
823a2335-05d0-4391-b612-316bfee9b1ea,4,992805,chloroprocaine HCl 2 % Injectable Solution,PSN
823a2335-05d0-4391-b612-316bfee9b1ea,4,992807,Nesacaine 2 % Injectable Solution,PSN
823b0010-2b57-4e76-b5ac-4a8c2963438f,20,1358510,methylPREDNISolone acetate 20 MG/ML Injectable Suspension,PSN
